ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
lig_31~lig_32,cdk2,4,CSc1ccccc1,COc1cccc([SH]=O)c1SN,S[1*]C~c[3*]OC.S[1*]N.S[2*]=O
lig_31~lig_17,cdk2,2,CS(=O)c1ccccc1,Brc1ccccc1,c[1*]S(C)=O~c[1*]Br
lig_31~lig_1oiu,cdk2,4,CS(=O)c1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]S(C)=O~c[1*]S(N)(=O)=O
lig_31~lig_28,cdk2,3,CSc1ccccc1,CNSc1ccccc1[SH]=O,S[1*]C~S[1*]=O.S[2*]NC
lig_31~lig_29,cdk2,4,CSc1ccccc1,CN(C)Sc1ccccc1[SH]=O,S[1*]C~S[1*]=O.S[2*]N(C)C
lig_31~lig_22,cdk2,3,CS(=O)c1ccccc1,CSc1ccccc1,c[1*]S(C)=O~c[1*]SC
lig_30~lig_1h1r,cdk2,3,CS(=O)(=O)c1ccccc1,Clc1ccccc1,c[1*]S(C)(=O)=O~c[1*]Cl
lig_30~lig_1h1s,cdk2,1,CSc1ccccc1,NSc1ccccc1,S[1*]C~S[1*]N
lig_30~lig_20,cdk2,4,CS(=O)(=O)c1ccccc1,OCc1ccccc1,c[1*]S(C)(=O)=O~c[1*]CO
lig_30~lig_32,cdk2,3,CSc1ccccc1,COc1ccccc1SN,S[1*]C~c[1*]OC.S[2*]N
lig_30~lig_17,cdk2,3,CS(=O)(=O)c1ccccc1,Brc1ccccc1,c[1*]S(C)(=O)=O~c[1*]Br
lig_30~lig_1oiu,cdk2,1,CS(=O)(=O)c1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]S(C)(=O)=O~c[1*]S(N)(=O)=O
lig_30~lig_29,cdk2,3,CSc1ccccc1,CN(C)Sc1ccccc1,S[1*]C~S[1*]N(C)C
lig_30~lig_22,cdk2,4,CS(=O)(=O)c1ccccc1,CSc1ccccc1,c[1*]S(C)(=O)=O~c[1*]SC
lig_1oiy~lig_1h1s,cdk2,4,NC(=O)c1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]C(N)=O~c[1*]S(N)(=O)=O
lig_1oiy~lig_20,cdk2,3,NC(=O)c1ccccc1,OCc1ccccc1,c[1*]C(N)=O~c[1*]CO
lig_1oiy~lig_32,cdk2,6,NC(=O)c1ccccc1,COc1ccccc1S(N)(=O)=O,c[1*]C(N)=O~c[2*]OC.c[1*]S(N)(=O)=O
lig_1oiy~lig_17,cdk2,2,NC(=O)c1ccccc1,Brc1ccccc1,c[1*]C(N)=O~c[1*]Br
lig_1oiy~lig_28,cdk2,5,NC(=O)c1ccccc1,CNS(=O)(=O)c1ccccc1,c[1*]C(N)=O~c[1*]S(=O)(=O)NC
lig_1oiy~lig_29,cdk2,6,NC(=O)c1ccccc1,CN(C)S(=O)(=O)c1ccccc1,c[1*]C(N)=O~c[1*]S(=O)(=O)N(C)C
lig_1oiy~lig_22,cdk2,3,NC(=O)c1ccccc1,CSc1ccccc1,c[1*]C(N)=O~c[1*]SC
lig_1h1r~lig_1h1s,cdk2,3,Clc1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]Cl~c[1*]S(N)(=O)=O
lig_1h1r~lig_20,cdk2,0,Clc1ccccc1,OCc1ccccc1,c[1*]Cl~c[1*]CO
lig_1h1r~lig_32,cdk2,5,Clc1ccccc1,COc1ccccc1S(N)(=O)=O,c[1*]Cl~c[2*]OC.c[1*]S(N)(=O)=O
lig_1h1r~lig_28,cdk2,4,Clc1ccccc1,CNS(=O)(=O)c1ccccc1,c[1*]Cl~c[1*]S(=O)(=O)NC
lig_1h1r~lig_29,cdk2,5,Clc1ccccc1,CN(C)S(=O)(=O)c1ccccc1,c[1*]Cl~c[1*]S(=O)(=O)N(C)C
lig_1h1r~lig_22,cdk2,0,Clc1ccccc1,CSc1ccccc1,c[1*]Cl~c[1*]SC
lig_1h1s~lig_20,cdk2,4,NS(=O)(=O)c1ccccc1,OCc1ccccc1,c[1*]S(N)(=O)=O~c[1*]CO
lig_1h1s~lig_1h1q,cdk2,4,NS(=O)(=O)c1ccccc1,c1ccccc1,c[1*]S(N)(=O)=O~
lig_1h1s~lig_17,cdk2,3,NS(=O)(=O)c1ccccc1,Brc1ccccc1,c[1*]S(N)(=O)=O~c[1*]Br
lig_1h1s~lig_1oiu,cdk2,1,NS(=O)(=O)c1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]S(N)(=O)=O~c[1*]S(N)(=O)=O
lig_1h1s~lig_22,cdk2,4,NS(=O)(=O)c1ccccc1,CSc1ccccc1,c[1*]S(N)(=O)=O~c[1*]SC
lig_20~lig_1h1q,cdk2,2,OCc1ccccc1,c1ccccc1,c[1*]CO~
lig_20~lig_32,cdk2,6,OCc1ccccc1,COc1ccccc1S(N)(=O)=O,c[1*]CO~c[2*]OC.c[1*]S(N)(=O)=O
lig_20~lig_17,cdk2,0,OCc1ccccc1,Brc1ccccc1,c[1*]CO~c[1*]Br
lig_20~lig_1oiu,cdk2,4,OCc1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]CO~c[1*]S(N)(=O)=O
lig_20~lig_28,cdk2,5,OCc1ccccc1,CNS(=O)(=O)c1ccccc1,c[1*]CO~c[1*]S(=O)(=O)NC
lig_20~lig_29,cdk2,6,OCc1ccccc1,CN(C)S(=O)(=O)c1ccccc1,c[1*]CO~c[1*]S(=O)(=O)N(C)C
lig_20~lig_22,cdk2,1,OCc1ccccc1,CSc1ccccc1,c[1*]CO~c[1*]SC
lig_1h1q~lig_32,cdk2,6,c1ccccc1,COc1ccccc1S(N)(=O)=O,~c[2*]OC.c[1*]S(N)(=O)=O
lig_1h1q~lig_28,cdk2,5,c1ccccc1,CNS(=O)(=O)c1ccccc1,~c[1*]S(=O)(=O)NC
lig_1h1q~lig_29,cdk2,6,c1ccccc1,CN(C)S(=O)(=O)c1ccccc1,~c[1*]S(=O)(=O)N(C)C
lig_1h1q~lig_22,cdk2,2,c1ccccc1,CSc1ccccc1,~c[1*]SC
lig_32~lig_17,cdk2,5,COc1ccccc1S(N)(=O)=O,Brc1ccccc1,c[2*]OC.c[1*]S(N)(=O)=O~c[1*]Br
lig_32~lig_1oiu,cdk2,3,COc1ccccc1S(N)(=O)=O,NS(=O)(=O)c1ccccc1,c[2*]OC.c[1*]S(N)(=O)=O~c[1*]S(N)(=O)=O
lig_32~lig_28,cdk2,2,COc1ccccc1,CNc1ccccc1,c[1*]OC~N[1*]C
lig_32~lig_29,cdk2,3,COc1ccccc1,CNc1ccccc1NC,c[1*]OC~N[2*]C.N[1*]C
lig_32~lig_22,cdk2,6,COc1ccccc1S(N)(=O)=O,CSc1ccccc1,c[2*]OC.c[1*]S(N)(=O)=O~c[1*]SC
lig_17~lig_1oiu,cdk2,3,Brc1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]Br~c[1*]S(N)(=O)=O
lig_17~lig_28,cdk2,4,Brc1ccccc1,CNS(=O)(=O)c1ccccc1,c[1*]Br~c[1*]S(=O)(=O)NC
lig_17~lig_29,cdk2,5,Brc1ccccc1,CN(C)S(=O)(=O)c1ccccc1,c[1*]Br~c[1*]S(=O)(=O)N(C)C
lig_1oiu~lig_28,cdk2,5,NS(=O)(=O)c1ccccc1,CNS(=O)(=O)c1ccccc1,c[1*]S(N)(=O)=O~c[1*]S(=O)(=O)NC
lig_1oiu~lig_29,cdk2,6,NS(=O)(=O)c1ccccc1,CN(C)S(=O)(=O)c1ccccc1,c[1*]S(N)(=O)=O~c[1*]S(=O)(=O)N(C)C
lig_1oiu~lig_22,cdk2,3,NSc1cccc([SH]=O)c1[SH]=O,CSc1ccccc1,S[2*]N.S[3*]=O.S[1*]=O~S[1*]C
lig_28~lig_22,cdk2,5,CNS(=O)(=O)c1ccccc1,CSc1ccccc1,c[1*]S(=O)(=O)NC~c[1*]SC
lig_29~lig_22,cdk2,6,CN(C)S(=O)(=O)c1ccccc1,CSc1ccccc1,c[1*]S(=O)(=O)N(C)C~c[1*]SC
lig_CAT-4n~lig_CAT-24,bace,7,N#c1cccc2ccccc12,CC#Cc1cccc2c1CC2,c[2*]:ccccc:[3*].c[1*]#N~C[2*]CC[3*].C[1*]#CC
lig_CAT-4n~lig_CAT-4o,bace,2,N#Cc1ccccc1,Fc1ccccc1,c[1*]C#N~c[1*]F
lig_CAT-4n~lig_CAT-13a,bace,6,N#Cc1cncc2cccc(-c3ccccc3)c12,Cc1cccc2cc(Cl)ccc12,C[2*]:cc(C#N)cnc:[3*].c[1*]c1ccccc1~c[2*]:cccc(Cl)c:[3*].c[1*]C
lig_CAT-4n~lig_CAT-13b,bace,6,N#Cc1cncc2cccc(-c3ccccc3)c12,CCCc1cccc2cc(Cl)ccc12,C[2*]:cc(C#N)cnc:[3*].c[1*]c1ccccc1~C[1*]CC.c[2*]:cccc(Cl)c:[3*]
lig_CAT-4n~lig_CAT-13i,bace,6,N#Cc1cncc2cccc(-c3ccccc3)c12,Clc1ccc2c(CCC3CC3)cccc2c1,C[2*]:cc(C#N)cnc:[3*].c[1*]c1ccccc1~C[1*]CC1CC1.c[2*]:cccc(Cl)c:[3*]
lig_CAT-4n~lig_CAT-13g,bace,0,N#Cc1cncc2ccccc12,Clc1ccc2ccccc2c1,c[1*]:cc(C#N)cnc:[2*]~c[1*]:cc(Cl)ccc:[2*]
lig_CAT-4n~lig_CAT-17f,bace,5,c1ccc2ccccc2c1,c1ccc2c(c1)CC2,c[1*]:ccccc:[2*]~C[1*]CC[2*]
lig_CAT-4n~lig_CAT-13c,bace,6,N#Cc1cncc2cccc(-c3ccccc3)c12,CC(C)Cc1cccc2ccc(Cl)cc12,C[2*]:cc(C#N)cnc:[3*].c[1*]c1ccccc1~C[1*]C(C)C.c[2*]:cc(Cl)ccc:[3*]
lig_CAT-4n~lig_CAT-17d,bace,6,N#Cc1cccc2ccccc12,c1ccc2c(c1)CC2,c[2*]:ccccc:[3*].c[1*]C#N~C[1*]CC[2*]
lig_CAT-4n~lig_CAT-17g,bace,7,N#Cc1cccc2ccccc12,FCc1cccc2c1CC2,c[2*]:ccccc:[3*].c[1*]C#N~C[2*]CC[3*].C[1*]F
lig_CAT-4n~lig_CAT-17i,bace,7,N#c1cccc2ccccc12,c1ccc2c(c1)CC2,c[2*]:ccccc:[3*].c[1*]#N~C[1*]CC[2*]
lig_CAT-4n~lig_CAT-4l,bace,7,N#Cc1cc2ccccc2cn1,c1ccc2ncncc2c1,c[1*]:cncc(C#N)c:[2*]~c[1*]:cnccn:[2*]
lig_CAT-4n~lig_CAT-4k,bace,7,N#Cc1cncc2ccccc12,c1ccc2cnccc2c1,c[1*]:cc(C#N)cnc:[2*]~c[1*]:ccncc:[2*]
lig_CAT-4n~lig_CAT-4i,bace,7,N#Cc1cncc2ccccc12,c1ccc2ncccc2c1,c[1*]:cc(C#N)cnc:[2*]~c[1*]:ncccc:[2*]
lig_CAT-4n~lig_CAT-17e,bace,6,N#Cc1cccc2ccccc12,COCc1cccc2c1CC2,c[2*]:ccccc:[3*].c[1*]C#N~C[2*]CC[3*].C[1*]OC
lig_CAT-4n~lig_CAT-4a,bace,7,N#Cc1cc2ccccc2cn1,c1ccc2ccccc2c1,c[1*]:cncc(C#N)c:[2*]~c[1*]:ccccc:[2*]
lig_CAT-4n~lig_CAT-17h,bace,5,N#Cc1cccc2ccccc12,ClCc1cccc2c1CC2,c[2*]:ccccc:[3*].c[1*]C#N~C[2*]CC[3*].C[1*]Cl
lig_CAT-13k~lig_CAT-17b,bace,5,Clc1cccc2cnccc12,COCc1cccc2c1CC2,c[1*]Cl.c[2*]:cccnc:[3*]~C[2*]CC[3*].C[1*]OC
lig_CAT-13k~lig_CAT-17c,bace,5,Clc1cccc2ccncc12,N#CCc1cccc2c1CC2,c[1*]Cl.c[2*]:cnccc:[3*]~C[2*]CC[3*].C[1*]C#N
lig_CAT-13k~lig_CAT-17a,bace,6,c1ccc2cnccc2c1,ClCc1cccc2c1CC2,c[1*]:cccnc:[2*]~C[1*]Cl.c[2*]CC[3*]
lig_CAT-13k~lig_CAT-4c,bace,1,Clc1cccc2ccncc12,COc1cccc2ccccc12,c[1*]Cl.c[2*]:cnccc:[3*]~c[2*]:ccccc:[3*].c[1*]OC
lig_CAT-13k~lig_CAT-13a,bace,6,c1ccc(Cc2cccnc2)cc1,CCc1ccccc1,C[1*]c1cccnc1~C[1*]C
lig_CAT-13k~lig_CAT-13b,bace,6,c1ccc(Cc2cccnc2)cc1,CCCc1ccccc1,C[1*]c1cccnc1~C[1*]CC
lig_CAT-13k~lig_CAT-13i,bace,6,c1ccc(Cc2cccnc2)cc1,c1ccc(CCC2CC2)cc1,C[1*]c1cccnc1~C[1*]CC1CC1
lig_CAT-13k~lig_CAT-13g,bace,1,c1ccc2cnccc2c1,c1ccc2c(c1)CCCC2,c[1*]:cccnc:[2*]~C[1*]CCCCC[2*]
lig_CAT-13k~lig_CAT-13j,bace,1,c1ccc2cnccc2c1,c1ccc2ncccc2c1,c[1*]:cnccc:[2*]~c[1*]:ncccc:[2*]
lig_CAT-13k~lig_CAT-13e,bace,5,c1ccc2cnccc2c1,c1ccc2c(c1)CCC2,c[1*]:cnccc:[2*]~C[1*]CCC[2*]
lig_CAT-13k~lig_CAT-13d,bace,5,c1ccc2cnccc2c1,c1ccc2c(c1)CC2,c[1*]:cccnc:[2*]~C[1*]CC[2*]
lig_CAT-13k~lig_CAT-13n,bace,1,c1ccc2cnccc2c1,c1ccc2nccnc2c1,c[1*]:cnccc:[2*]~c[1*]:ncccn:[2*]
lig_CAT-13k~lig_CAT-13c,bace,6,c1ccc(Cc2cccnc2)cc1,CC(C)Cc1ccccc1,C[1*]c1cccnc1~C[1*]C(C)C
lig_CAT-13k~lig_CAT-13f,bace,5,c1ccc2cnccc2c1,c1ccc2c(c1)CCCC2,c[1*]:cnccc:[2*]~C[1*]CCCC[2*]
lig_CAT-13k~lig_CAT-4d,bace,3,Clc1cccc2cnccc12,CCOc1cccc2ccccc12,c[1*]Cl.c[2*]:cccnc:[3*]~c[1*]OCC.c[2*]:ccccc:[3*]
lig_CAT-13k~lig_CAT-13h,bace,6,c1ccc2cnccc2c1,CCc1cccc2c1CC2,c[1*]:cnccc:[2*]~C[1*]C.C[2*]CC[3*]
lig_CAT-13k~lig_CAT-4b,bace,1,Clc1cccc2ccncc12,COc1cccc2ccccc12,c[1*]Cl.c[2*]:cnccc:[3*]~c[1*]OC.c[2*]:ccccc:[3*]
lig_CAT-13k~lig_CAT-4a,bace,9,Clc1cccc2ccncc12,c1ccc2ccccc2c1,c[1*]Cl.c[2*]:cnccc:[3*]~c[1*]:ccccc:[2*]
lig_CAT-17b~lig_CAT-17c,bace,1,COc1ccccc1,N#Cc1ccccc1,c[1*]OC~c[1*]C#N
lig_CAT-17b~lig_CAT-17a,bace,1,COc1ccccc1,Clc1ccccc1Cl,c[1*]OC~c[1*]Cl.c[2*]Cl
lig_CAT-17b~lig_CAT-4c,bace,6,COCc1cccc2c1CC2,COc1cccc2ccccc12,C[2*]CC[3*].C[1*]OC~c[2*]:ccccc:[3*].c[1*]OC
lig_CAT-17b~lig_CAT-13a,bace,3,COc1ccccc1CC1CC1,CCc1ccccc1Cl,C[1*]C1CC1.c[2*]OC~c[2*]Cl.C[1*]C
lig_CAT-17b~lig_CAT-13b,bace,3,COc1ccccc1CC1CC1,CCc1ccccc1CCl,C[1*]C1CC1.c[2*]OC~c[1*]CC.C[2*]Cl
lig_CAT-17b~lig_CAT-13i,bace,4,COc1ccccc1CC1CC1,Clc1ccccc1CCC1CC1,C[1*]C1CC1.c[2*]OC~C[1*]CC1CC1.c[2*]Cl
lig_CAT-17b~lig_CAT-13g,bace,5,COCc1cccc2c1CC2,Clc1cccc2c1CCCC2,C[2*]CC[3*].C[1*]OC~c[1*]Cl.C[2*]CCCCC[3*]
lig_CAT-17b~lig_CAT-13j,bace,5,COCc1cccc2c1CC2,Clc1cccc2ncccc12,C[2*]CC[3*].C[1*]OC~c[1*]Cl.c[2*]:ccccn:[3*]
lig_CAT-17b~lig_CAT-13e,bace,3,COCc1cccc2c1CC2,ClCc1cccc2c1CCC2,C[2*]CC[3*].C[1*]OC~C[1*]Cl.c[2*]CCC[3*]
lig_CAT-17b~lig_CAT-13n,bace,5,COCc1cccc2c1CC2,Clc1cccc2nccnc12,C[2*]CC[3*].C[1*]OC~c[1*]Cl.c[2*]:ncccn:[3*]
lig_CAT-17b~lig_CAT-13c,bace,1,COc1ccccc1CC1CC1,CC(C)c1ccccc1CCl,C[1*]C1CC1.c[2*]OC~c[1*]C(C)C.C[2*]Cl
lig_CAT-17b~lig_CAT-13f,bace,4,COCc1cccc2c1CC2,Clc1cccc2c1CCCC2,C[2*]CC[3*].C[1*]OC~c[1*]Cl.C[2*]CCCC[3*]
lig_CAT-17b~lig_CAT-4d,bace,7,c1ccc2c(c1)CC2,CCc1cccc2ccccc12,C[1*]CC[2*]~C[1*]C.c[2*]:ccccc:[3*]
lig_CAT-17b~lig_CAT-13h,bace,1,COc1ccccc1,CCc1ccccc1Cl,c[1*]OC~c[1*]Cl.C[2*]C
lig_CAT-17b~lig_CAT-4b,bace,5,c1ccc2c(c1)CC2,c1ccc2ccccc2c1,C[1*]CC[2*]~c[1*]:ccccc:[2*]
lig_CAT-17b~lig_CAT-4a,bace,7,COCc1cccc2c1CC2,c1ccc2ccccc2c1,C[2*]CC[3*].C[1*]OC~c[1*]:ccccc:[2*]
lig_CAT-17c~lig_CAT-17a,bace,1,N#Cc1ccccc1,Clc1ccccc1Cl,c[1*]C#N~c[1*]Cl.c[2*]Cl
lig_CAT-17c~lig_CAT-24,bace,8,N#Cc1ccc2ccccc2c1,CC#Cc1cncc2ccccc12,c[1*]:cccc(C#N)c:[2*]~c[1*]:cc(C#CC)cnc:[2*]
lig_CAT-17c~lig_CAT-4c,bace,6,N#CCc1cccc2c1CC2,COc1cccc2ccccc12,C[2*]CC[3*].C[1*]C#N~c[2*]:ccccc:[3*].c[1*]OC
lig_CAT-17c~lig_CAT-13a,bace,3,N#Cc1ccccc1CC1CC1,CCc1ccccc1Cl,C[1*]C1CC1.c[2*]C#N~c[2*]Cl.C[1*]C
lig_CAT-17c~lig_CAT-13b,bace,3,N#Cc1ccccc1CC1CC1,CCc1ccccc1CCl,C[1*]C1CC1.c[2*]C#N~c[1*]CC.C[2*]Cl
lig_CAT-17c~lig_CAT-13i,bace,4,N#Cc1ccccc1CC1CC1,Clc1ccccc1CCC1CC1,C[1*]C1CC1.c[2*]C#N~C[1*]CC1CC1.c[2*]Cl
lig_CAT-17c~lig_CAT-13g,bace,5,N#CCc1cccc2c1CC2,Clc1cccc2c1CCCC2,C[2*]CC[3*].C[1*]C#N~c[1*]Cl.C[2*]CCCCC[3*]
lig_CAT-17c~lig_CAT-13j,bace,5,N#CCc1cccc2c1CC2,Clc1cccc2cccnc12,C[2*]CC[3*].C[1*]C#N~c[1*]Cl.c[2*]:ncccc:[3*]
lig_CAT-17c~lig_CAT-13e,bace,3,N#CCc1cccc2c1CC2,ClCc1cccc2c1CCC2,C[2*]CC[3*].C[1*]C#N~C[1*]Cl.c[2*]CCC[3*]
lig_CAT-17c~lig_CAT-17f,bace,1,N#Cc1ccc2ccccc2c1,N#Cc1cncc2ccccc12,c[1*]:cccc(C#N)c:[2*]~c[1*]:cc(C#N)cnc:[2*]
lig_CAT-17c~lig_CAT-13n,bace,5,N#CCc1cccc2c1CC2,Clc1cccc2nccnc12,C[2*]CC[3*].C[1*]C#N~c[1*]Cl.c[2*]:ncccn:[3*]
lig_CAT-17c~lig_CAT-13c,bace,1,N#Cc1ccccc1CC1CC1,CC(C)c1ccccc1CCl,C[1*]C1CC1.c[2*]C#N~c[1*]C(C)C.C[2*]Cl
lig_CAT-17c~lig_CAT-13f,bace,4,N#CCc1cccc2c1CC2,Clc1cccc2c1CCCC2,C[2*]CC[3*].C[1*]C#N~c[1*]Cl.C[2*]CCCC[3*]
lig_CAT-17c~lig_CAT-4d,bace,8,N#CCc1cccc2c1CC2,CCOc1cccc2ccccc12,C[2*]CC[3*].C[1*]C#N~c[1*]OCC.c[2*]:ccccc:[3*]
lig_CAT-17c~lig_CAT-13h,bace,1,N#Cc1ccccc1,CCc1ccccc1Cl,c[1*]C#N~c[1*]Cl.C[2*]C
lig_CAT-17c~lig_CAT-17d,bace,7,N#Cc1ccc2ccccc2c1,c1ccc2cnccc2c1,c[1*]:cc(C#N)ccc:[2*]~c[1*]:cccnc:[2*]
lig_CAT-17c~lig_CAT-17g,bace,7,N#Cc1ccc2ccccc2c1,Fc1cncc2ccccc12,c[1*]:cc(C#N)ccc:[2*]~c[1*]:cc(F)cnc:[2*]
lig_CAT-17c~lig_CAT-17i,bace,7,N#Cc1ccc2ccccc2c1,Cc1cc2ccccc2cn1,c[1*]:cccc(C#N)c:[2*]~c[1*]:cncc(C)c:[2*]
lig_CAT-17c~lig_CAT-4b,bace,6,N#CCc1cccc2c1CC2,COc1cccc2ccccc12,C[2*]CC[3*].C[1*]C#N~c[1*]OC.c[2*]:ccccc:[3*]
lig_CAT-17c~lig_CAT-4a,bace,7,N#CCc1cccc2c1CC2,c1ccc2ccccc2c1,C[2*]CC[3*].C[1*]C#N~c[1*]:ccccc:[2*]
lig_CAT-17c~lig_CAT-17h,bace,0,N#Cc1ccc2ccccc2c1,Clc1cc2ccccc2cn1,c[1*]:cccc(C#N)c:[2*]~c[1*]:cncc(Cl)c:[2*]
lig_CAT-17a~lig_CAT-24,bace,8,Clc1cc(Cl)c2ccccc2c1,CC#Cc1cc2ccccc2cn1,c[1*]:cc(Cl)cc(Cl)c:[2*]~c[1*]:cncc(C#CC)c:[2*]
lig_CAT-17a~lig_CAT-4c,bace,6,ClCc1ccc2c(c1Cl)CC2,COc1cccc2ccccc12,C[1*]Cl.c[2*]Cl.c[3*]CC[4*]~c[2*]:ccccc:[3*].c[1*]OC
lig_CAT-17a~lig_CAT-13a,bace,4,Clc1ccccc1CC1CC1,CCc1ccccc1,c[2*]Cl.C[1*]C1CC1~C[1*]C
lig_CAT-17a~lig_CAT-13b,bace,4,Clc1ccccc1CC1CC1,CCCc1ccccc1,c[2*]Cl.C[1*]C1CC1~C[1*]CC
lig_CAT-17a~lig_CAT-13i,bace,5,Clc1ccccc1CC1CC1,c1ccc(CCC2CC2)cc1,c[2*]Cl.C[1*]C1CC1~C[1*]CC1CC1
lig_CAT-17a~lig_CAT-13g,bace,6,ClCc1cccc2c1CC2,c1ccc2c(c1)CCCC2,C[1*]Cl.c[2*]CC[3*]~C[1*]CCCCC[2*]
lig_CAT-17a~lig_CAT-13j,bace,6,ClCc1cccc2c1CC2,c1ccc2ncccc2c1,C[1*]Cl.c[2*]CC[3*]~c[1*]:ccccn:[2*]
lig_CAT-17a~lig_CAT-13e,bace,4,ClCc1cccc2c1CC2,c1ccc2c(c1)CCC2,C[1*]Cl.c[2*]CC[3*]~C[1*]CCC[2*]
lig_CAT-17a~lig_CAT-17f,bace,8,Clc1cc(Cl)c2ccccc2c1,N#Cc1cncc2ccccc12,c[1*]:cc(Cl)cc(Cl)c:[2*]~c[1*]:cc(C#N)cnc:[2*]
lig_CAT-17a~lig_CAT-13n,bace,6,ClCc1cccc2c1CC2,c1ccc2nccnc2c1,C[1*]Cl.c[2*]CC[3*]~c[1*]:ncccn:[2*]
lig_CAT-17a~lig_CAT-13c,bace,2,Clc1ccccc1CC1CC1,CC(C)Cc1ccccc1,c[2*]Cl.C[1*]C1CC1~C[1*]C(C)C
lig_CAT-17a~lig_CAT-13f,bace,5,ClCc1cccc2c1CC2,c1ccc2c(c1)CCCC2,C[1*]Cl.c[2*]CC[3*]~C[1*]CCCC[2*]
lig_CAT-17a~lig_CAT-4d,bace,8,ClCc1ccc2c(c1Cl)CC2,CCOc1cccc2ccccc12,C[1*]Cl.c[2*]Cl.c[3*]CC[4*]~c[1*]OCC.c[2*]:ccccc:[3*]
lig_CAT-17a~lig_CAT-13h,bace,1,Clc1ccccc1,CCc1ccccc1,c[1*]Cl~C[1*]C
lig_CAT-17a~lig_CAT-17d,bace,8,Clc1cc(Cl)c2ccccc2c1,c1ccc2cnccc2c1,c[1*]:cc(Cl)cc(Cl)c:[2*]~c[1*]:cccnc:[2*]
lig_CAT-17a~lig_CAT-17g,bace,8,Clc1cc(Cl)c2ccccc2c1,Fc1cncc2ccccc12,c[1*]:cc(Cl)cc(Cl)c:[2*]~c[1*]:cc(F)cnc:[2*]
lig_CAT-17a~lig_CAT-17i,bace,8,Clc1cc(Cl)c2ccccc2c1,Cc1cc2ccccc2cn1,c[1*]:cc(Cl)cc(Cl)c:[2*]~c[1*]:cncc(C)c:[2*]
lig_CAT-17a~lig_CAT-4b,bace,6,ClCc1ccc2c(c1Cl)CC2,COc1cccc2ccccc12,C[1*]Cl.c[2*]Cl.c[3*]CC[4*]~c[1*]OC.c[2*]:ccccc:[3*]
lig_CAT-17a~lig_CAT-4a,bace,7,ClCc1ccc2c(c1Cl)CC2,c1ccc2ccccc2c1,C[1*]Cl.c[2*]Cl.c[3*]CC[4*]~c[1*]:ccccc:[2*]
lig_CAT-17a~lig_CAT-17h,bace,7,Clc1cc(Cl)c2ccccc2c1,Clc1cncc2ccccc12,c[1*]:cc(Cl)cc(Cl)c:[2*]~c[1*]:cc(Cl)cnc:[2*]
lig_CAT-24~lig_CAT-4o,bace,8,CC#CCc1cccc2c1CC2,Fc1cccc2ccccc12,C[2*]CC[3*].C[1*]C#CC~c[1*]F.c[2*]:ccccc:[3*]
lig_CAT-24~lig_CAT-13a,bace,10,CC#Cc1cc2cccc(C3CC3)c2cn1,Cc1cccc2cc(Cl)ccc12,c[2*]:cncc(C#CC)c:[3*].c[1*]C1CC1~c[2*]:cccc(Cl)c:[3*].c[1*]C
lig_CAT-24~lig_CAT-13b,bace,10,CC#Cc1cncc2cccc(C3CC3)c12,CCCc1cccc2cc(Cl)ccc12,c[2*]:cc(C#CC)cnc:[3*].c[1*]C1CC1~C[1*]CC.c[2*]:cccc(Cl)c:[3*]
lig_CAT-24~lig_CAT-17f,bace,2,CC#Cc1ccccc1,N#Cc1ccccc1,C[1*]#CC~C[1*]#N
lig_CAT-24~lig_CAT-13d,bace,7,CC#Cc1cncc2ccccc12,Clc1ccc2ccccc2c1,c[1*]:cc(C#CC)cnc:[2*]~c[1*]:cc(Cl)ccc:[2*]
lig_CAT-24~lig_CAT-13c,bace,8,CC#Cc1cncc2cccc(C3CC3)c12,CC(C)Cc1cccc2cc(Cl)ccc12,c[2*]:cc(C#CC)cnc:[3*].c[1*]C1CC1~C[1*]C(C)C.c[2*]:cccc(Cl)c:[3*]
lig_CAT-24~lig_CAT-13h,bace,8,CC#Cc1cncc2ccccc12,Cc1cccc2ccc(Cl)cc12,c[1*]:cc(C#CC)cnc:[2*]~c[1*]:cc(Cl)ccc:[2*].c[3*]C
lig_CAT-24~lig_CAT-17d,bace,3,CC#Cc1ccccc1,c1ccccc1,c[1*]C#CC~
lig_CAT-24~lig_CAT-17g,bace,3,CC#Cc1ccccc1,Fc1ccccc1,c[1*]C#CC~c[1*]F
lig_CAT-24~lig_CAT-17i,bace,2,CC#Cc1ccccc1,c1ccccc1,C[1*]#CC~
lig_CAT-24~lig_CAT-4m,bace,7,CC#Cc1cccc2c1CC2,c1ccc2ccccc2c1,C[2*]CC[3*].C[1*]#CC~c[1*]:ccccc:[2*]
lig_CAT-24~lig_CAT-17e,bace,3,CC#Cc1ccccc1,COc1ccccc1,c[1*]C#CC~c[1*]OC
lig_CAT-24~lig_CAT-4p,bace,7,CC#CCc1cccc2c1CC2,Clc1cccc2ccccc12,C[2*]CC[3*].C[1*]C#CC~c[1*]Cl.c[2*]:ccccc:[3*]
